"name","phylum.x","surface","mesopelagic","bathypelagic","abyssopelagic"
"Ablabys_macracanthus","Chordata",1036,NA,NA,NA
"Ablabys_taenianotus","Chordata",1208,NA,NA,NA
"Ablennes_hians","Chordata",1824,NA,NA,NA
"Abudefduf_abdominalis","Chordata",126,NA,NA,NA
"Abudefduf_bengalensis","Chordata",1188,NA,NA,NA
"Abudefduf_concolor","Chordata",929,NA,NA,NA
"Abudefduf_conformis","Chordata",21,NA,NA,NA
"Abudefduf_declivifrons","Chordata",190,NA,NA,NA
"Abudefduf_lorenzi","Chordata",653,NA,NA,NA
"Abudefduf_margariteus","Chordata",15,NA,NA,NA
"Abudefduf_natalensis","Chordata",11,NA,NA,NA
"Abudefduf_notatus","Chordata",1222,NA,NA,NA
"Abudefduf_saxatilis","Chordata",507,NA,NA,NA
"Abudefduf_septemfasciatus","Chordata",1171,NA,NA,NA
"Abudefduf_sexfasciatus","Chordata",1541,NA,NA,NA
"Abudefduf_sordidus","Chordata",1322,NA,NA,NA
"Abudefduf_sparoides","Chordata",173,NA,NA,NA
"Abudefduf_taurus","Chordata",327,NA,NA,NA
"Abudefduf_troschelii","Chordata",242,NA,NA,NA
"Abudefduf_vaigiensis","Chordata",1628,NA,NA,NA
"Abudefduf_whitleyi","Chordata",350,NA,NA,NA
"Abyssascidia_millari","Chordata",NA,5152,4831,2077
"Abyssobrotula_galatheae","Chordata",NA,24648,24613,15727
"Acalyptophis_peronii","Chordata",1011,NA,NA,NA
"Acanthaluteres_brownii","Chordata",65,NA,NA,NA
"Acanthaluteres_spilomelanurus","Chordata",139,NA,NA,NA
"Acanthaluteres_vittiger","Chordata",133,NA,NA,NA
"Acanthanectes_hystrix","Chordata",4,NA,NA,NA
"Acanthanectes_rufus","Chordata",6,NA,NA,NA
"Acanthaphritis_barbata","Chordata",921,NA,NA,NA
"Acanthaphritis_grandisquamis","Chordata",677,567,NA,NA
"Acanthemblemaria_aspera","Chordata",193,NA,NA,NA
"Acanthemblemaria_balanorum","Chordata",187,NA,NA,NA
"Acanthemblemaria_castroi","Chordata",12,NA,NA,NA
"Acanthemblemaria_chaplini","Chordata",203,NA,NA,NA
"Acanthemblemaria_crockeri","Chordata",169,NA,NA,NA
"Acanthemblemaria_exilispinus","Chordata",23,NA,NA,NA
"Acanthemblemaria_hancocki","Chordata",52,NA,NA,NA
"Acanthemblemaria_hastingsi","Chordata",47,NA,NA,NA
"Acanthemblemaria_macrospilus","Chordata",194,NA,NA,NA
"Acanthemblemaria_mangognatha","Chordata",6,NA,NA,NA
"Acanthemblemaria_maria","Chordata",180,NA,NA,NA
"Acanthemblemaria_paula","Chordata",71,NA,NA,NA
"Acanthemblemaria_spinosa","Chordata",213,NA,NA,NA
"Acanthistius_brasilianus","Chordata",140,25,NA,NA
"Acanthistius_joanae","Chordata",6,NA,NA,NA
"Acanthistius_ocellatus","Chordata",42,NA,NA,NA
"Acanthistius_paxtoni","Chordata",8,NA,NA,NA
"Acanthistius_sebastoides","Chordata",73,NA,NA,NA
"Acanthistius_serratus","Chordata",53,NA,NA,NA
"Acanthocepola_abbreviata","Chordata",983,NA,NA,NA
"Acanthocepola_krusensternii","Chordata",846,NA,NA,NA
"Acanthocepola_limbata","Chordata",745,NA,NA,NA
"Acanthochaenus_luetkenii","Chordata",NA,18868,18679,10646
"Acanthochromis_polyacanthus","Chordata",1116,NA,NA,NA
"Acanthoclinus_fuscus","Chordata",39,NA,NA,NA
"Acanthoclinus_marilynae","Chordata",10,NA,NA,NA
"Acanthoclinus_rua","Chordata",59,NA,NA,NA
"Acanthocybium_solandri","Chordata",23481,NA,NA,NA
"Acanthodraco_dewitti","Chordata",NA,95,NA,NA
"Acanthogobius_flavimanus","Chordata",60,NA,NA,NA
"Acantholabrus_palloni","Chordata",576,390,NA,NA
"Acantholiparis_caecus","Chordata",NA,184,184,NA
"Acantholiparis_opercularis","Chordata",NA,301,296,NA
"Acantholumpenus_mackayi","Chordata",696,257,NA,NA
"Acanthonus_armatus","Chordata",NA,24269,23826,14704
"Acanthopagrus_arabicus","Chordata",257,NA,NA,NA
"Acanthopagrus_australis","Chordata",90,NA,NA,NA
"Acanthopagrus_bifasciatus","Chordata",407,NA,NA,NA
"Acanthopagrus_butcheri","Chordata",139,NA,NA,NA
"Acanthopagrus_chinshira","Chordata",87,NA,NA,NA
"Acanthopagrus_latus","Chordata",94,NA,NA,NA
"Acanthopagrus_palmaris","Chordata",100,NA,NA,NA
"Acanthopagrus_schlegelii","Chordata",145,NA,NA,NA
"Acanthoplesiops_echinatus","Chordata",524,NA,NA,NA
"Acanthoplesiops_hiatti","Chordata",711,NA,NA,NA
"Acanthoplesiops_indicus","Chordata",228,NA,NA,NA
"Acanthoplesiops_psilogaster","Chordata",383,NA,NA,NA
"Acanthopsetta_nadeshnyi","Chordata",519,398,NA,NA
"Acanthosphex_leurynnis","Chordata",1450,NA,NA,NA
"Acanthostracion_guineensis","Chordata",48,38,NA,NA
"Acanthostracion_notacanthus","Chordata",144,NA,NA,NA
"Acanthostracion_polygonius","Chordata",416,NA,NA,NA
"Acanthostracion_quadricornis","Chordata",661,NA,NA,NA
"Acanthurus_achilles","Chordata",682,NA,NA,NA
"Acanthurus_albipectoralis","Chordata",479,NA,NA,NA
"Acanthurus_auranticavus","Chordata",1378,NA,NA,NA
"Acanthurus_bahianus","Chordata",78,NA,NA,NA
"Acanthurus_blochii","Chordata",1471,NA,NA,NA
"Acanthurus_chirurgus","Chordata",517,NA,NA,NA
"Acanthurus_coeruleus","Chordata",422,NA,NA,NA
"Acanthurus_dussumieri","Chordata",1890,NA,NA,NA
"Acanthurus_fowleri","Chordata",1001,NA,NA,NA
"Acanthurus_gahhm","Chordata",255,NA,NA,NA
"Acanthurus_grammoptilus","Chordata",1004,NA,NA,NA
"Acanthurus_guttatus","Chordata",1262,NA,NA,NA
"Acanthurus_japonicus","Chordata",931,NA,NA,NA
"Acanthurus_leucocheilus","Chordata",1095,NA,NA,NA
"Acanthurus_leucopareius","Chordata",812,NA,NA,NA
"Acanthurus_leucosternon","Chordata",442,NA,NA,NA
"Acanthurus_lineatus","Chordata",1455,NA,NA,NA
"Acanthurus_maculiceps","Chordata",1251,NA,NA,NA
"Acanthurus_mata","Chordata",1697,NA,NA,NA
"Acanthurus_monroviae","Chordata",94,84,NA,NA
"Acanthurus_nigricans","Chordata",1397,NA,NA,NA
"Acanthurus_nigricauda","Chordata",1419,NA,NA,NA
"Acanthurus_nigrofuscus","Chordata",1580,NA,NA,NA
"Acanthurus_nigroris","Chordata",1571,NA,NA,NA
"Acanthurus_nubilus","Chordata",1338,NA,NA,NA
"Acanthurus_olivaceus","Chordata",1582,NA,NA,NA
"Acanthurus_polyzona","Chordata",133,NA,NA,NA
"Acanthurus_pyroferus","Chordata",1562,NA,NA,NA
"Acanthurus_reversus","Chordata",20,NA,NA,NA
"Acanthurus_sohal","Chordata",351,NA,NA,NA
"Acanthurus_tennentii","Chordata",401,NA,NA,NA
"Acanthurus_thompsoni","Chordata",1642,NA,NA,NA
"Acanthurus_tractus","Chordata",63,NA,NA,NA
"Acanthurus_triostegus","Chordata",1793,NA,NA,NA
"Acanthurus_tristis","Chordata",322,NA,NA,NA
"Acanthurus_xanthopterus","Chordata",1760,NA,NA,NA
"Acentrogobius_audax","Chordata",874,NA,NA,NA
"Acentrogobius_caninus","Chordata",1301,NA,NA,NA
"Acentrogobius_cyanomos","Chordata",676,NA,NA,NA
"Acentrogobius_janthinopterus","Chordata",1006,NA,NA,NA
"Acentrogobius_moloanus","Chordata",1027,NA,NA,NA
"Acentrogobius_multifasciatus","Chordata",556,NA,NA,NA
"Acentrogobius_nebulosus","Chordata",1361,NA,NA,NA
"Acentrogobius_suluensis","Chordata",764,NA,NA,NA
"Acentrogobius_viridipunctatus","Chordata",1274,NA,NA,NA
"Acentronura_breviperula","Chordata",1111,NA,NA,NA
"Acentronura_tentaculata","Chordata",1101,NA,NA,NA
"Acentrophryne_longidens","Chordata",NA,47,39,NA
"Achiroides_melanorhynchus","Chordata",47,NA,NA,NA
"Achiropsetta_tricholepis","Chordata",727,582,395,NA
"Achirus_achirus","Chordata",291,NA,NA,NA
"Achirus_declivis","Chordata",318,NA,NA,NA
"Achirus_klunzingeri","Chordata",85,NA,NA,NA
"Achirus_lineatus","Chordata",351,NA,NA,NA
"Achirus_mazatlanus","Chordata",215,NA,NA,NA
"Achirus_scutum","Chordata",91,NA,NA,NA
"Achoerodus_gouldii","Chordata",76,NA,NA,NA
"Achoerodus_viridis","Chordata",16,NA,NA,NA
"Acipenser_brevirostrum","Chordata",237,NA,NA,NA
"Acipenser_gueldenstaedtii","Chordata",75,NA,NA,NA
"Acipenser_medirostris","Chordata",155,NA,NA,NA
"Acipenser_mikadoi","Chordata",55,NA,NA,NA
"Acipenser_naccarii","Chordata",54,NA,NA,NA
"Acipenser_nudiventris","Chordata",29,NA,NA,NA
"Acipenser_oxyrinchus","Chordata",302,NA,NA,NA
"Acipenser_sinensis","Chordata",17,NA,NA,NA
"Acipenser_stellatus","Chordata",163,NA,NA,NA
"Acipenser_sturio","Chordata",521,NA,NA,NA
"Acipenser_transmontanus","Chordata",48,NA,NA,NA
"Acreichthys_hajam","Chordata",1037,NA,NA,NA
"Acreichthys_radiatus","Chordata",836,NA,NA,NA
"Acreichthys_tomentosus","Chordata",1374,NA,NA,NA
"Acrochordus_granulatus","Chordata",833,NA,NA,NA
"Acromycter_alcocki","Chordata",NA,276,NA,NA
"Acromycter_atlanticus","Chordata",NA,244,NA,NA
"Acromycter_nezumi","Chordata",175,104,NA,NA
"Acropoma_hanedai","Chordata",189,120,NA,NA
"Acropoma_japonicum","Chordata",1593,1347,NA,NA
"Acropoma_lecorneti","Chordata",NA,4213,NA,NA
"Aculeola_nigra","Chordata",74,71,NA,NA
"Acyrtops_beryllinus","Chordata",277,NA,NA,NA
"Acyrtus_lanthanum","Chordata",192,NA,NA,NA
"Acyrtus_rubiginosus","Chordata",224,NA,NA,NA
"Adagnesia_antarctica","Chordata",173,161,NA,NA
"Adagnesia_charcoti","Chordata",11307,10774,10126,5510
"Adagnesia_henriquei","Chordata",196,93,NA,NA
"Adagnesia_rimosa","Chordata",NA,168,168,107
"Adagnesia_weddelli","Chordata",NA,426,298,NA
"Adelosebastes_latens","Chordata",NA,275,222,NA
"Adventor_elongatus","Chordata",885,NA,NA,NA
"Aeoliscus_punctulatus","Chordata",256,NA,NA,NA
"Aeoliscus_strigatus","Chordata",1335,NA,NA,NA
"Aesopia_cornuta","Chordata",1631,NA,NA,NA
"Aetapcus_maculatus","Chordata",128,NA,NA,NA
"Aethaloperca_rogaa","Chordata",1428,NA,NA,NA
"Aethotaxis_mitopteryx_mitopteryx","Chordata",NA,5485,NA,NA
"Aetobatus_flagellum","Chordata",1430,NA,NA,NA
"Aetobatus_narinari","Chordata",2689,NA,NA,NA
"Aetobatus_ocellatus","Chordata",1860,NA,NA,NA
"Aetomylaeus_bovinus","Chordata",1141,NA,NA,NA
"Aetomylaeus_caeruleofasciatus","Chordata",510,NA,NA,NA
"Aetomylaeus_maculatus","Chordata",1200,NA,NA,NA
"Aetomylaeus_milvus","Chordata",1222,NA,NA,NA
"Aetomylaeus_nichofii","Chordata",1556,NA,NA,NA
"Aetomylaeus_vespertilio","Chordata",1358,NA,NA,NA
"Agnesiopsis_translucida","Chordata",NA,656,600,204
"Agnezia_abyssa","Chordata",NA,10,10,10
"Agnezia_arnaudi","Chordata",589,605,NA,NA
"Agnezia_biscoei","Chordata",632,625,NA,NA
"Agnezia_glaciata","Chordata",1487,1022,NA,NA
"Agnezia_septentrionalis","Chordata",76,NA,NA,NA
"Agnezia_tenue","Chordata",197,91,NA,NA
"Agonomalus_jordani","Chordata",129,NA,NA,NA
"Agonomalus_mozinoi","Chordata",80,NA,NA,NA
"Agonomalus_proboscidalis","Chordata",299,NA,NA,NA
"Agonopsis_asperoculis","Chordata",56,NA,NA,NA
"Agonopsis_chiloensis","Chordata",257,141,NA,NA
"Agonopsis_sterletus","Chordata",54,NA,NA,NA
"Agonopsis_vulsa","Chordata",186,NA,NA,NA
"Agonostomus_monticola","Chordata",347,NA,NA,NA
"Agonostomus_telfairii","Chordata",150,NA,NA,NA
"Agonus_cataphractus","Chordata",557,277,NA,NA
"Agrostichthys_parkeri","Chordata",5703,5539,5347,NA
"Ahlia_egmontis","Chordata",485,NA,NA,NA
"Ahliesaurus_berryi","Chordata",21650,20962,20331,NA
"Ahliesaurus_brevis","Chordata",12237,12067,11835,NA
"Aiakas_kreffti","Chordata",NA,28,NA,NA
"Aidablennius_sphynx","Chordata",227,NA,NA,NA
"Aioliops_megastigma","Chordata",689,NA,NA,NA
"Aioliops_novaeguineae","Chordata",645,NA,NA,NA
"Aioliops_tetrophthalmus","Chordata",226,NA,NA,NA
"Aipysurus_duboisii","Chordata",1018,NA,NA,NA
"Aipysurus_eydouxii","Chordata",1025,NA,NA,NA
"Aipysurus_laevis","Chordata",1295,NA,NA,NA
"Akarotaxis_nudiceps","Chordata",NA,913,NA,NA
"Akko_dionaea","Chordata",20,NA,NA,NA
"Alabes_bathys","Chordata",73,53,NA,NA
"Alabes_dorsalis","Chordata",154,NA,NA,NA
"Alabes_elongata","Chordata",69,NA,NA,NA
"Alabes_gibbosa","Chordata",7,NA,NA,NA
"Alabes_hoesei","Chordata",125,NA,NA,NA
"Alabes_obtusirostris","Chordata",85,NA,NA,NA
"Alabes_occidentalis","Chordata",66,NA,NA,NA
"Alabes_parvula","Chordata",121,NA,NA,NA
"Alabes_scotti","Chordata",6,NA,NA,NA
"Albatrossia_pectoralis","Chordata",1126,1028,836,NA
"Albula_argentea","Chordata",1388,NA,NA,NA
"Albula_oligolepis","Chordata",1137,NA,NA,NA
"Albula_vulpes","Chordata",297,NA,NA,NA
"Alcichthys_elongatus","Chordata",139,85,NA,NA
"Alcockia_rostrata","Chordata",NA,8336,8307,5325
"Aldrichetta_forsteri","Chordata",153,NA,NA,NA
"Aldrovandia_affinis","Chordata",NA,8643,7837,NA
"Aldrovandia_gracilis","Chordata",NA,3927,3666,NA
"Aldrovandia_mediorostris","Chordata",NA,6134,5721,NA
"Aldrovandia_oleosa","Chordata",NA,20468,20177,NA
"Aldrovandia_phalacra","Chordata",NA,5775,5118,NA
"Aldrovandia_rostrata","Chordata",NA,5693,5681,3655
"Alectis_alexandrina","Chordata",311,NA,NA,NA
"Alectis_ciliaris","Chordata",2631,NA,NA,NA
"Alectis_indica","Chordata",1728,NA,NA,NA
"Alectrias_alectrolophus","Chordata",476,NA,NA,NA
"Alectrias_benjamini","Chordata",103,NA,NA,NA
"Alectrias_cirratus","Chordata",111,NA,NA,NA
"Alectrias_mutsuensis","Chordata",13,NA,NA,NA
"Alectridium_aurantiacum","Chordata",50,NA,NA,NA
"Alepes_apercna","Chordata",987,NA,NA,NA
"Alepes_djedaba","Chordata",1680,NA,NA,NA
"Alepes_kleinii","Chordata",1167,NA,NA,NA
"Alepes_melanoptera","Chordata",1006,NA,NA,NA
"Alepes_vari","Chordata",1273,NA,NA,NA
"Alepisaurus_brevirostris","Chordata",NA,22465,21528,NA
"Alepisaurus_ferox","Chordata",30966,29654,28265,NA
"Alepocephalus_agassizii","Chordata",NA,2306,1868,NA
"Alepocephalus_antipodianus","Chordata",NA,596,564,NA
"Alepocephalus_asperifrons","Chordata",NA,35,28,NA
"Alepocephalus_australis","Chordata",NA,3832,3456,NA
"Alepocephalus_bairdii","Chordata",NA,1632,1145,NA
"Alepocephalus_bicolor","Chordata",NA,1901,1445,NA
"Alepocephalus_blanfordii","Chordata",NA,768,765,NA
"Alepocephalus_fundulus","Chordata",NA,136,134,NA
"Alepocephalus_longiceps","Chordata",NA,432,312,NA
"Alepocephalus_longirostris","Chordata",NA,784,686,NA
"Alepocephalus_melas","Chordata",NA,264,249,84
"Alepocephalus_owstoni","Chordata",NA,109,79,NA
"Alepocephalus_planifrons","Chordata",NA,51,NA,NA
"Alepocephalus_productus","Chordata",NA,3427,3224,NA
"Alepocephalus_rostratus","Chordata",NA,1361,1044,NA
"Alepocephalus_tenebrosus","Chordata",8835,8689,8436,5501
"Alepocephalus_triangularis","Chordata",NA,118,95,NA
"Alepocephalus_umbriceps","Chordata",NA,201,177,NA
"Alertichthys_blacki","Chordata",NA,154,NA,NA
"Alionematichthys_crassiceps","Chordata",564,NA,NA,NA
"Alionematichthys_minyomma","Chordata",214,NA,NA,NA
"Alionematichthys_piger","Chordata",1201,NA,NA,NA
"Alionematichthys_plicatosurculus","Chordata",410,NA,NA,NA
"Alionematichthys_riukiuensis","Chordata",1003,NA,NA,NA
"Alionematichthys_suluensis","Chordata",217,NA,NA,NA
"Alionematichthys_winterbottomi","Chordata",135,NA,NA,NA
"Allenbatrachus_grunniens","Chordata",1075,NA,NA,NA
"Allenbatrachus_meridionalis","Chordata",139,NA,NA,NA
"Allenbatrachus_reticulatus","Chordata",420,NA,NA,NA
"Allenichthys_glauerti","Chordata",17,8,NA,NA
"Allips_concolor","Chordata",549,NA,NA,NA
"Alloblennius_anuchalis","Chordata",252,NA,NA,NA
"Alloblennius_jugularis","Chordata",178,NA,NA,NA
"Alloblennius_parvus","Chordata",211,NA,NA,NA
"Alloblennius_pictus","Chordata",98,NA,NA,NA
"Allocareproctus_jordani","Chordata",373,318,NA,NA
"Allocareproctus_kallaion","Chordata",NA,31,NA,NA
"Allocareproctus_tanix","Chordata",47,47,NA,NA
"Allocareproctus_unangas","Chordata",NA,152,NA,NA
"Allocareproctus_ungak","Chordata",NA,49,NA,NA
"Allocyttus_folletti","Chordata",NA,868,NA,NA
"Allocyttus_guineensis","Chordata",NA,3813,3680,NA
"Allocyttus_niger","Chordata",NA,3860,3722,NA
"Allocyttus_verrucosus","Chordata",19610,18783,17952,NA
"Alloeocarpa_bacca","Chordata",197,91,NA,NA
"Alloeocarpa_bridgesi","Chordata",159,70,NA,NA
"Alloeocarpa_incrustans","Chordata",188,84,NA,NA
"Allomycterus_pilatus","Chordata",242,169,NA,NA
"Allosmerus_elongatus","Chordata",36,NA,NA,NA
"Allothunnus_fallai","Chordata",23682,NA,NA,NA
"Alopias_pelagicus","Chordata",17119,16593,NA,NA
"Alopias_superciliosus","Chordata",23747,22894,NA,NA
"Alopias_vulpinus","Chordata",30341,29041,NA,NA
"Alosa_aestivalis","Chordata",263,NA,NA,NA
"Alosa_alosa","Chordata",779,490,NA,NA
"Alosa_caspia","Chordata",11,NA,NA,NA
"Alosa_chrysochloris","Chordata",33,NA,NA,NA
"Alosa_fallax","Chordata",1012,671,NA,NA
"Alosa_immaculata","Chordata",35,NA,NA,NA
"Alosa_mediocris","Chordata",314,NA,NA,NA
"Alosa_pseudoharengus","Chordata",353,NA,NA,NA
"Alosa_sapidissima","Chordata",416,187,NA,NA
"Alosa_tanaica","Chordata",31,NA,NA,NA
"Alphestes_afer","Chordata",412,NA,NA,NA
"Alphestes_immaculatus","Chordata",256,NA,NA,NA
"Alticus_kirkii","Chordata",410,NA,NA,NA
"Alticus_monochrus","Chordata",152,NA,NA,NA
"Alticus_montanoi","Chordata",299,NA,NA,NA
"Alticus_saliens","Chordata",1094,NA,NA,NA
"Alticus_sertatus","Chordata",546,NA,NA,NA
"Altrichthys_curatus","Chordata",164,NA,NA,NA
"Aluterus_heudelotii","Chordata",1385,1187,993,NA
"Aluterus_monoceros","Chordata",2656,NA,NA,NA
"Aluterus_scriptus","Chordata",2749,NA,NA,NA
"Amanses_scopas","Chordata",1458,NA,NA,NA
"Amarsipus_carlsbergi","Chordata",1242,NA,NA,NA
"Ambassis_ambassis","Chordata",441,NA,NA,NA
"Ambassis_dussumieri","Chordata",1360,NA,NA,NA
"Ambassis_gymnocephalus","Chordata",1484,NA,NA,NA
"Ambassis_interrupta","Chordata",1221,NA,NA,NA
"Ambassis_jacksoniensis","Chordata",16,NA,NA,NA
"Ambassis_kopsii","Chordata",850,NA,NA,NA
"Ambassis_miops","Chordata",958,NA,NA,NA
"Ambassis_nalua","Chordata",736,NA,NA,NA
"Ambassis_natalensis","Chordata",213,NA,NA,NA
"Ambassis_urotaenia","Chordata",1392,NA,NA,NA
"Ambassis_vachellii","Chordata",855,NA,NA,NA
"Ambiserrula_jugosa","Chordata",31,NA,NA,NA
"Amblycirrhitus_bimacula","Chordata",1403,NA,NA,NA
"Amblycirrhitus_pinos","Chordata",1214,NA,NA,NA
"Amblycirrhitus_unimacula","Chordata",909,NA,NA,NA
"Amblyeleotris_arcupinna","Chordata",512,NA,NA,NA
"Amblyeleotris_aurora","Chordata",467,NA,NA,NA
"Amblyeleotris_biguttata","Chordata",734,NA,NA,NA
"Amblyeleotris_callopareia","Chordata",286,NA,NA,NA
"Amblyeleotris_diagonalis","Chordata",1206,NA,NA,NA
"Amblyeleotris_downingi","Chordata",238,NA,NA,NA
"Amblyeleotris_fasciata","Chordata",1057,NA,NA,NA
"Amblyeleotris_fontanesii","Chordata",748,NA,NA,NA
"Amblyeleotris_guttata","Chordata",1208,NA,NA,NA
"Amblyeleotris_gymnocephala","Chordata",970,NA,NA,NA
"Amblyeleotris_latifasciata","Chordata",699,NA,NA,NA
"Amblyeleotris_masuii","Chordata",702,NA,NA,NA
"Amblyeleotris_melanocephala","Chordata",458,NA,NA,NA
"Amblyeleotris_novaecaledoniae","Chordata",467,NA,NA,NA
"Amblyeleotris_ogasawarensis","Chordata",872,NA,NA,NA
"Amblyeleotris_periophthalma","Chordata",1530,NA,NA,NA
"Amblyeleotris_randalli","Chordata",834,NA,NA,NA
"Amblyeleotris_rhyax","Chordata",664,NA,NA,NA
"Amblyeleotris_rubrimarginata","Chordata",802,NA,NA,NA
"Amblyeleotris_steinitzi","Chordata",1521,NA,NA,NA
"Amblyeleotris_sungami","Chordata",447,NA,NA,NA
"Amblyeleotris_triguttata","Chordata",91,NA,NA,NA
"Amblyeleotris_wheeleri","Chordata",1119,NA,NA,NA
"Amblyeleotris_yanoi","Chordata",675,NA,NA,NA
"Amblygaster_clupeoides","Chordata",1302,NA,NA,NA
"Amblygaster_leiogaster","Chordata",1348,NA,NA,NA
"Amblygaster_sirm","Chordata",1643,NA,NA,NA
"Amblyglyphidodon_aureus","Chordata",1225,NA,NA,NA
"Amblyglyphidodon_batunai","Chordata",804,NA,NA,NA
"Amblyglyphidodon_curacao","Chordata",1313,NA,NA,NA
"Amblyglyphidodon_flavilatus","Chordata",193,NA,NA,NA
"Amblyglyphidodon_flavopurpureus","Chordata",205,NA,NA,NA
"Amblyglyphidodon_indicus","Chordata",409,NA,NA,NA
"Amblyglyphidodon_leucogaster","Chordata",1558,NA,NA,NA
"Amblyglyphidodon_melanopterus","Chordata",253,NA,NA,NA
"Amblyglyphidodon_ternatensis","Chordata",754,NA,NA,NA
"Amblygobius_albimaculatus","Chordata",1290,NA,NA,NA
"Amblygobius_buanensis","Chordata",489,NA,NA,NA
"Amblygobius_bynoensis","Chordata",997,NA,NA,NA
"Amblygobius_cheraphilus","Chordata",792,NA,NA,NA
"Amblygobius_decussatus","Chordata",1005,NA,NA,NA
"Amblygobius_esakiae","Chordata",581,NA,NA,NA
"Amblygobius_linki","Chordata",810,NA,NA,NA
"Amblygobius_nocturnus","Chordata",1538,NA,NA,NA
"Amblygobius_semicinctus","Chordata",400,NA,NA,NA
"Amblygobius_sphynx","Chordata",1089,NA,NA,NA
"Amblygobius_stethophthalmus","Chordata",745,NA,NA,NA
"Amblyotrypauchen_arctocephalus","Chordata",1150,NA,NA,NA
"Amblypomacentrus_breviceps","Chordata",820,NA,NA,NA
"Amblypomacentrus_clarus","Chordata",490,NA,NA,NA
"Amblyraja_badia","Chordata",NA,1297,1202,NA
"Amblyraja_doellojuradoi","Chordata",206,113,NA,NA
"Amblyraja_georgiana","Chordata",96,102,NA,NA
"Amblyraja_hyperborea","Chordata",7151,6339,4852,NA
"Amblyraja_jenseni","Chordata",1488,1251,724,NA
"Amblyraja_radiata","Chordata",3266,2018,949,NA
"Amblyraja_taaf","Chordata",30,30,NA,NA
"Amblyrhynchotes_honckenii","Chordata",1988,1483,NA,NA
"Amblyrhynchus_cristatus","Chordata",9,NA,NA,NA
"Ambophthalmos_angustus","Chordata",NA,202,NA,NA
"Ambophthalmos_magnicirrus","Chordata",NA,47,NA,NA
"Amioides_polyacanthus","Chordata",1497,1214,NA,NA
"Amissidens_hainesi","Chordata",270,NA,NA,NA
"Ammodytes_americanus","Chordata",135,NA,NA,NA
"Ammodytes_dubius","Chordata",1180,NA,NA,NA
"Ammodytes_hexapterus","Chordata",1337,707,NA,NA
"Ammodytes_marinus","Chordata",780,NA,NA,NA
"Ammodytes_personatus","Chordata",339,NA,NA,NA
"Ammodytes_tobianus","Chordata",419,NA,NA,NA
"Ammodytoides_gilli","Chordata",205,NA,NA,NA
"Ammodytoides_kimurai","Chordata",87,NA,NA,NA
"Ammodytoides_pylei","Chordata",64,NA,NA,NA
"Ammodytoides_renniei","Chordata",434,NA,NA,NA
"Ammodytoides_vagus","Chordata",13,NA,NA,NA
"Ammodytoides_xanthops","Chordata",96,NA,NA,NA
"Ammolabrus_dicrus","Chordata",48,NA,NA,NA
"Ammotretis_lituratus","Chordata",99,NA,NA,NA
"Ammotretis_macrolepis","Chordata",76,NA,NA,NA
"Ammotretis_rostratus","Chordata",156,NA,NA,NA
"Amniataba_caudavittata","Chordata",1093,NA,NA,NA
"Amoya_gracilis","Chordata",536,NA,NA,NA
"Amoya_signata","Chordata",183,NA,NA,NA
"Amphelikturus_dendriticus","Chordata",265,NA,NA,NA
"Amphiarius_phrygiatus","Chordata",51,NA,NA,NA
"Amphiarius_rugispinis","Chordata",46,NA,NA,NA
"Amphichaetodon_howensis","Chordata",147,NA,NA,NA
"Amphichaetodon_melbae","Chordata",4,NA,NA,NA
"Amphichthys_cryptocentrus","Chordata",221,NA,NA,NA
"Amphiprion_akallopisos","Chordata",1221,NA,NA,NA
"Amphiprion_akindynos","Chordata",710,NA,NA,NA
"Amphiprion_allardi","Chordata",184,NA,NA,NA
"Amphiprion_barberi","Chordata",312,NA,NA,NA
"Amphiprion_bicinctus","Chordata",369,NA,NA,NA
"Amphiprion_chagosensis","Chordata",26,NA,NA,NA
"Amphiprion_chrysogaster","Chordata",17,NA,NA,NA
"Amphiprion_chrysopterus","Chordata",804,NA,NA,NA
"Amphiprion_clarkii","Chordata",1619,NA,NA,NA
"Amphiprion_ephippium","Chordata",548,NA,NA,NA
"Amphiprion_frenatus","Chordata",800,NA,NA,NA
"Amphiprion_fuscocaudatus","Chordata",43,NA,NA,NA
"Amphiprion_latezonatus","Chordata",36,NA,NA,NA
"Amphiprion_latifasciatus","Chordata",126,NA,NA,NA
"Amphiprion_leucokranos","Chordata",189,NA,NA,NA
"Amphiprion_mccullochi","Chordata",1,NA,NA,NA
"Amphiprion_melanopus","Chordata",1040,NA,NA,NA
"Amphiprion_nigripes","Chordata",121,NA,NA,NA
