"name","phylum.x","surface","mesopelagic","bathypelagic","abyssopelagic"
"Springeria_longirostris","Chordata",NA,444,306,NA
"Springerichthys_kulbickii","Chordata",480,NA,NA,NA
"Squaliolus_aliae","Chordata",NA,5442,5110,NA
"Squaliolus_laticaudus","Chordata",NA,15556,14928,NA
"Squalogadus_modificatus","Chordata",NA,13772,13227,NA
"Squaloliparis_dentatus","Chordata",1065,1016,NA,NA
"Squalus_acanthias","Chordata",4678,3727,2464,NA
"Squalus_albicaudus","Chordata",54,48,NA,NA
"Squalus_albifrons","Chordata",2456,2445,NA,NA
"Squalus_blainville","Chordata",3340,2520,NA,NA
"Squalus_chloroculus","Chordata",NA,298,242,NA
"Squalus_crassispinus","Chordata",660,638,NA,NA
"Squalus_cubensis","Chordata",585,379,NA,NA
"Squalus_edmundsi","Chordata",NA,7707,NA,NA
"Squalus_grahami","Chordata",2880,2876,NA,NA
"Squalus_griffini","Chordata",236,225,NA,NA
"Squalus_hemipinnis","Chordata",165,NA,NA,NA
"Squalus_japonicus","Chordata",723,636,NA,NA
"Squalus_mahia","Chordata",1440,1414,NA,NA
"Squalus_margaretsmithae","Chordata",NA,546,NA,NA
"Squalus_megalops","Chordata",1592,1384,NA,NA
"Squalus_mitsukurii","Chordata",2942,2251,NA,NA
"Squalus_montalbani","Chordata",1791,1672,1334,NA
"Squalus_nasutus","Chordata",NA,1065,NA,NA
"Squalus_notocaudatus","Chordata",NA,1509,NA,NA
"Squalus_suckleyi","Chordata",562,NA,NA,NA
"Squatina_aculeata","Chordata",430,378,NA,NA
"Squatina_africana","Chordata",276,250,NA,NA
"Squatina_albipunctata","Chordata",45,41,NA,NA
"Squatina_argentina","Chordata",171,67,NA,NA
"Squatina_australis","Chordata",284,211,NA,NA
"Squatina_californica","Chordata",461,422,NA,NA
"Squatina_guggenheim","Chordata",86,13,NA,NA
"Squatina_japonica","Chordata",235,138,NA,NA
"Squatina_mexicana","Chordata",130,NA,NA,NA
"Squatina_nebulosa","Chordata",197,99,NA,NA
"Squatina_oculata","Chordata",577,454,NA,NA
"Squatina_pseudocellata","Chordata",23,10,NA,NA
"Squatina_punctata","Chordata",17,NA,NA,NA
"Squatina_squatina","Chordata",738,NA,NA,NA
"Squatina_tergocellata","Chordata",70,56,NA,NA
"Squatina_varii","Chordata",66,60,NA,NA
"Stalix_flavida","Chordata",46,NA,NA,NA
"Stalix_histrio","Chordata",1094,NA,NA,NA
"Stalix_versluysi","Chordata",419,NA,NA,NA
"Stanulus_seychellensis","Chordata",1245,NA,NA,NA
"Stanulus_talboti","Chordata",733,NA,NA,NA
"Starksia_atlantica","Chordata",232,NA,NA,NA
"Starksia_culebrae","Chordata",197,NA,NA,NA
"Starksia_fasciata","Chordata",213,NA,NA,NA
"Starksia_fulva","Chordata",37,NA,NA,NA
"Starksia_galapagensis","Chordata",11,NA,NA,NA
"Starksia_guadalupae","Chordata",34,NA,NA,NA
"Starksia_hassi","Chordata",252,NA,NA,NA
"Starksia_hoesei","Chordata",60,NA,NA,NA
"Starksia_lepicoelia","Chordata",251,NA,NA,NA
"Starksia_nanodes","Chordata",232,NA,NA,NA
"Starksia_occidentalis","Chordata",190,NA,NA,NA
"Starksia_ocellata","Chordata",258,NA,NA,NA
"Starksia_robertsoni","Chordata",114,NA,NA,NA
"Starksia_sluiteri","Chordata",237,NA,NA,NA
"Starksia_smithvanizi","Chordata",120,NA,NA,NA
"Starksia_spinipenis","Chordata",212,NA,NA,NA
"Starksia_starcki","Chordata",209,NA,NA,NA
"Starksia_variabilis","Chordata",125,NA,NA,NA
"Stathmonotus_gymnodermis","Chordata",247,NA,NA,NA
"Stathmonotus_hemphillii","Chordata",231,NA,NA,NA
"Stathmonotus_sinuscalifornici","Chordata",120,NA,NA,NA
"Stathmonotus_stahli","Chordata",243,NA,NA,NA
"Steeneichthys_nativitatus","Chordata",704,NA,NA,NA
"Steeneichthys_plesiopsus","Chordata",805,NA,NA,NA
"Stegastes_acapulcoensis","Chordata",169,NA,NA,NA
"Stegastes_adustus","Chordata",212,NA,NA,NA
"Stegastes_albifasciatus","Chordata",1198,NA,NA,NA
"Stegastes_altus","Chordata",94,NA,NA,NA
"Stegastes_apicalis","Chordata",368,NA,NA,NA
"Stegastes_arcifrons","Chordata",77,NA,NA,NA
"Stegastes_aureus","Chordata",643,NA,NA,NA
"Stegastes_beebei","Chordata",73,NA,NA,NA
"Stegastes_diencaeus","Chordata",323,NA,NA,NA
"Stegastes_emeryi","Chordata",63,NA,NA,NA
"Stegastes_fasciolatus","Chordata",1572,NA,NA,NA
"Stegastes_flavilatus","Chordata",219,NA,NA,NA
"Stegastes_fuscus","Chordata",371,NA,NA,NA
"Stegastes_gascoynei","Chordata",361,NA,NA,NA
"Stegastes_imbricatus","Chordata",84,NA,NA,NA
"Stegastes_insularis","Chordata",187,NA,NA,NA
"Stegastes_leucorus","Chordata",200,NA,NA,NA
"Stegastes_leucostictus","Chordata",285,NA,NA,NA
"Stegastes_limbatus","Chordata",81,NA,NA,NA
"Stegastes_lividus","Chordata",151,NA,NA,NA
"Stegastes_nigricans","Chordata",1452,NA,NA,NA
"Stegastes_obreptus","Chordata",1012,NA,NA,NA
"Stegastes_otophorus","Chordata",120,NA,NA,NA
"Stegastes_partitus","Chordata",352,NA,NA,NA
"Stegastes_pelicieri","Chordata",41,NA,NA,NA
"Stegastes_planifrons","Chordata",324,NA,NA,NA
"Stegastes_punctatus","Chordata",1713,NA,NA,NA
"Stegastes_rectifraenum","Chordata",178,NA,NA,NA
"Stegastes_redemptus","Chordata",114,NA,NA,NA
"Stegastes_rocasensis","Chordata",25,NA,NA,NA
"Stegastes_variabilis","Chordata",47,NA,NA,NA
"Stegosoma_magnum","Chordata",4157,3334,2571,NA
"Stegostoma_fasciatum","Chordata",1820,NA,NA,NA
"Steindachneria_argentea","Chordata",NA,330,NA,NA
"Stelgistrum_concinnum","Chordata",192,NA,NA,NA
"Stelgistrum_stejnegeri","Chordata",194,140,NA,NA
"Stellerina_xyosterna","Chordata",164,NA,NA,NA
"Stellifer_chrysoleuca","Chordata",76,NA,NA,NA
"Stellifer_ericymba","Chordata",113,NA,NA,NA
"Stellifer_illecebrosus","Chordata",85,NA,NA,NA
"Stellifer_lanceolatus","Chordata",80,NA,NA,NA
"Stellifer_mancorensis","Chordata",65,NA,NA,NA
"Stellifer_microps","Chordata",135,NA,NA,NA
"Stellifer_minor","Chordata",20,NA,NA,NA
"Stellifer_rastrifer","Chordata",193,NA,NA,NA
"Stellifer_stellifer","Chordata",306,NA,NA,NA
"Stellifer_walkeri","Chordata",3,NA,NA,NA
"Stemonidium_hypomelas","Chordata",NA,17032,16803,NA
"Stemonosudis_bullisi","Chordata",NA,260,NA,NA
"Stemonosudis_elegans","Chordata",17221,16777,NA,NA
"Stemonosudis_elongata","Chordata",9858,9588,NA,NA
"Stemonosudis_gracilis","Chordata",10890,10391,NA,NA
"Stemonosudis_intermedia","Chordata",6165,5936,5728,NA
"Stemonosudis_macrura","Chordata",16779,16280,NA,NA
"Stemonosudis_molesta","Chordata",NA,4326,4272,2447
"Stemonosudis_rothschildi","Chordata",NA,13432,NA,NA
"Stemonosudis_siliquiventer","Chordata",1541,1504,1433,NA
"Stenatherina_panatela","Chordata",876,NA,NA,NA
"Stenella_attenuata","Chordata",29044,27977,26793,16055
"Stenella_clymene","Chordata",5707,5527,5338,3519
"Stenella_coeruleoalba","Chordata",34077,32456,30654,17998
"Stenella_frontalis","Chordata",7161,6709,6346,3900
"Stenella_longirostris","Chordata",24185,23319,22589,14002
"Steno_bredanensis","Chordata",23867,23020,22231,13706
"Stenobrachius_leucopsarus","Chordata",5587,5341,5075,NA
"Stenobrachius_nannochir","Chordata",NA,10649,10354,NA
"Stenogobius_genivittatus","Chordata",1073,NA,NA,NA
"Stenogobius_gymnopomus","Chordata",711,NA,NA,NA
"Stenotomus_caprinus","Chordata",410,NA,NA,NA
"Stenotomus_chrysops","Chordata",358,NA,NA,NA
"Stephanoberyx_monae","Chordata",NA,996,877,176
"Stephanolepis_auratus","Chordata",288,NA,NA,NA
"Stephanolepis_cirrhifer","Chordata",100,NA,NA,NA
"Stephanolepis_diaspros","Chordata",258,NA,NA,NA
"Stephanolepis_hispidus","Chordata",1100,689,NA,NA
"Stephanolepis_setifer","Chordata",2348,NA,NA,NA
"Stereolepis_doederleini","Chordata",NA,131,NA,NA
"Stereolepis_gigas","Chordata",371,NA,NA,NA
"Sterna_striata","Chordata",143,NA,NA,NA
"Sternoptyx_diaphana","Chordata",NA,27636,26692,NA
"Sternoptyx_obscura","Chordata",NA,20645,20110,NA
"Sternoptyx_pseudobscura","Chordata",NA,27752,26951,NA
"Sternoptyx_pseudodiaphana","Chordata",12790,12519,12159,NA
"Stethojulis_albovittata","Chordata",1068,NA,NA,NA
"Stethojulis_balteata","Chordata",1054,NA,NA,NA
"Stethojulis_bandanensis","Chordata",1299,NA,NA,NA
"Stethojulis_interrupta","Chordata",1330,NA,NA,NA
"Stethojulis_marquesensis","Chordata",234,NA,NA,NA
"Stethojulis_notialis","Chordata",348,NA,NA,NA
"Stethojulis_strigiventer","Chordata",1502,NA,NA,NA
"Stethojulis_terina","Chordata",94,NA,NA,NA
"Stethojulis_trilineata","Chordata",1242,NA,NA,NA
"Stethopristes_eos","Chordata",NA,7474,NA,NA
"Sthenopus_mollis","Chordata",403,NA,NA,NA
"Stichaeopsis_epallax","Chordata",276,182,NA,NA
"Stichaeopsis_nana","Chordata",219,NA,NA,NA
"Stichaeus_fuscus","Chordata",37,NA,NA,NA
"Stichaeus_grigorjewi","Chordata",NA,195,NA,NA
"Stichaeus_nozawae","Chordata",147,NA,NA,NA
"Stichaeus_ochriamkini","Chordata",155,NA,NA,NA
"Stichaeus_punctatus_punctatus","Chordata",1586,NA,NA,NA
"Sticharium_clarkae","Chordata",107,NA,NA,NA
"Sticharium_dorsale","Chordata",124,NA,NA,NA
"Stigmatopora_argus","Chordata",125,NA,NA,NA
"Stigmatopora_narinosa","Chordata",32,NA,NA,NA
"Stigmatopora_nigra","Chordata",170,NA,NA,NA
"Stiphodon_elegans","Chordata",870,NA,NA,NA
"Stlengis_distoechus","Chordata",NA,39,NA,NA
"Stlengis_osensis","Chordata",70,42,NA,NA
"Stolephorus_advenus","Chordata",306,NA,NA,NA
"Stolephorus_andhraensis","Chordata",786,NA,NA,NA
"Stolephorus_apiensis","Chordata",171,NA,NA,NA
"Stolephorus_baganensis","Chordata",337,NA,NA,NA
"Stolephorus_brachycephalus","Chordata",330,NA,NA,NA
"Stolephorus_carpentariae","Chordata",672,NA,NA,NA
"Stolephorus_chinensis","Chordata",559,NA,NA,NA
"Stolephorus_commersonnii","Chordata",1377,NA,NA,NA
"Stolephorus_dubiosus","Chordata",323,NA,NA,NA
"Stolephorus_holodon","Chordata",29,NA,NA,NA
"Stolephorus_indicus","Chordata",1606,NA,NA,NA
"Stolephorus_insularis","Chordata",984,NA,NA,NA
"Stolephorus_tri","Chordata",586,NA,NA,NA
"Stolephorus_waitei","Chordata",1134,NA,NA,NA
"Stolonica_australis","Chordata",69,NA,NA,NA
"Stolonica_brevigastra","Chordata",37,NA,NA,NA
"Stolonica_duploplicata","Chordata",1109,NA,NA,NA
"Stolonica_multitestis","Chordata",141,NA,NA,NA
"Stomias_affinis","Chordata",21418,20735,20101,NA
"Stomias_atriventer","Chordata",8852,8810,8629,NA
"Stomias_boa_boa","Chordata",NA,21219,20096,NA
"Stomias_brevibarbatus","Chordata",1205,1198,NA,NA
"Stomias_colubrinus","Chordata",741,716,627,NA
"Stomias_danae","Chordata",9704,9581,9382,NA
"Stomias_gracilis","Chordata",NA,6273,6105,NA
"Stomias_lampropeltis","Chordata",NA,2837,2732,1540
"Stomias_longibarbatus","Chordata",NA,4879,3988,NA
"Stomias_nebulosus","Chordata",NA,9366,NA,NA
"Stonogobiops_dracula","Chordata",94,NA,NA,NA
"Stonogobiops_medon","Chordata",17,NA,NA,NA
"Stonogobiops_nematodes","Chordata",955,NA,NA,NA
"Stonogobiops_xanthorhinica","Chordata",821,NA,NA,NA
"Stonogobiops_yasha","Chordata",873,NA,NA,NA
"Storrsia_olsoni","Chordata",9,NA,NA,NA
"Strangomera_bentincki","Chordata",9,NA,NA,NA
"Stromateus_brasiliensis","Chordata",152,NA,NA,NA
"Stromateus_fiatola","Chordata",509,NA,NA,NA
"Strongylura_anastomella","Chordata",924,NA,NA,NA
"Strongylura_exilis","Chordata",329,NA,NA,NA
"Strongylura_fluviatilis","Chordata",7,NA,NA,NA
"Strongylura_incisa","Chordata",1140,NA,NA,NA
"Strongylura_leiura","Chordata",1097,NA,NA,NA
"Strongylura_marina","Chordata",398,NA,NA,NA
"Strongylura_notata_forsythia","Chordata",168,NA,NA,NA
"Strongylura_notata_notata","Chordata",332,NA,NA,NA
"Strongylura_scapularis","Chordata",578,NA,NA,NA
"Strongylura_senegalensis","Chordata",38,NA,NA,NA
"Strongylura_strongylura","Chordata",1078,NA,NA,NA
"Strongylura_timucu","Chordata",278,NA,NA,NA
"Strongylura_urvillii","Chordata",865,NA,NA,NA
"Strophidon_sathete","Chordata",1351,NA,NA,NA
"Styela_calva","Chordata",NA,3575,3574,3259
"Styela_canopus","Chordata",3613,NA,NA,NA
"Styela_chaini","Chordata",NA,755,695,251
"Styela_charcoti","Chordata",NA,1448,1421,490
"Styela_coriacea","Chordata",3309,1620,NA,NA
"Styela_crinita","Chordata",NA,6571,6531,3851
"Styela_gibbsii","Chordata",155,NA,NA,NA
"Styela_glans","Chordata",1961,1875,1059,NA
"Styela_kottae","Chordata",NA,101,101,NA
"Styela_loculosa","Chordata",NA,2679,2657,1180
"Styela_magalhaensis","Chordata",261,156,92,NA
"Styela_mallei","Chordata",45,42,NA,NA
"Styela_materna","Chordata",971,986,NA,NA
"Styela_milleri","Chordata",NA,4420,4158,1809
"Styela_montereyensis","Chordata",348,317,NA,NA
"Styela_paessleri","Chordata",195,95,NA,NA
"Styela_plicata","Chordata",2474,NA,NA,NA
"Styela_sigma","Chordata",1640,1381,813,NA
"Styela_similis","Chordata",NA,1169,1050,396
"Styela_squamosa","Chordata",24328,23308,21766,11987
"Styela_talpina","Chordata",45,42,NA,NA
"Styela_tenuibranchia","Chordata",NA,5820,5817,3637
"Styela_wandeli","Chordata",563,594,NA,NA
"Stygnobrotula_latebricola","Chordata",280,NA,NA,NA
"Stylephorus_chordatus","Chordata",NA,22012,NA,NA
"Sudis_atrox","Chordata",17948,17430,16956,NA
"Sudis_hyalina","Chordata",NA,8166,7805,NA
"Sueviota_aprica","Chordata",1197,NA,NA,NA
"Sueviota_atrinasa","Chordata",888,NA,NA,NA
"Sueviota_lachneri","Chordata",1025,NA,NA,NA
"Sueviota_larsonae","Chordata",598,NA,NA,NA
"Suezichthys_arquatus","Chordata",186,NA,NA,NA
"Suezichthys_aylingi","Chordata",120,NA,NA,NA
"Suezichthys_bifurcatus","Chordata",47,NA,NA,NA
"Suezichthys_caudavittatus","Chordata",278,NA,NA,NA
"Suezichthys_devisi","Chordata",260,NA,NA,NA
"Suezichthys_gracilis","Chordata",758,NA,NA,NA
"Suezichthys_notatus","Chordata",145,125,NA,NA
"Suezichthys_russelli","Chordata",227,NA,NA,NA
"Suezichthys_soelae","Chordata",73,NA,NA,NA
"Sufflamen_albicaudatum","Chordata",148,NA,NA,NA
"Sufflamen_bursa","Chordata",1724,NA,NA,NA
"Sufflamen_chrysopterum","Chordata",1601,NA,NA,NA
"Sufflamen_fraenatum","Chordata",1846,NA,NA,NA
"Sufflamen_verres","Chordata",219,NA,NA,NA
"Sufflogobius_bibarbatus","Chordata",45,33,NA,NA
"Suggrundus_cooperi","Chordata",109,NA,NA,NA
"Suggrundus_macracanthus","Chordata",1577,NA,NA,NA
"Suggrundus_meerdervoortii","Chordata",511,NA,NA,NA
"Sula_sula","Chordata",1773,NA,NA,NA
"Sunagocia_arenicola","Chordata",1375,NA,NA,NA
"Sunagocia_carbunculus","Chordata",978,NA,NA,NA
"Sunagocia_otaitensis","Chordata",1472,NA,NA,NA
"Sunagocia_sainsburyi","Chordata",421,NA,NA,NA
"Suruga_fundicola","Chordata",93,46,NA,NA
"Sutorectus_tentaculatus","Chordata",48,NA,NA,NA
"Suttonia_lineata","Chordata",1361,NA,NA,NA
"Suttonia_suttoni","Chordata",87,NA,NA,NA
"Syacium_guineensis","Chordata",122,NA,NA,NA
"Syacium_gunteri","Chordata",372,NA,NA,NA
"Syacium_latifrons","Chordata",233,NA,NA,NA
"Syacium_ovale","Chordata",256,NA,NA,NA
"Syacium_papillosum","Chordata",436,NA,NA,NA
"Sycozoa_anomala","Chordata",691,700,NA,NA
"Sycozoa_cerebriformis","Chordata",885,NA,NA,NA
"Sycozoa_gaimardi","Chordata",1087,1024,NA,NA
"Sycozoa_georgiana","Chordata",961,982,NA,NA
"Sycozoa_sigillinoides","Chordata",1847,1710,874,NA
"Symbolophorus_barnardi","Chordata",8476,8295,NA,NA
"Symbolophorus_boops","Chordata",4170,4155,NA,NA
"Symbolophorus_californiensis","Chordata",NA,12094,11847,NA
"Symbolophorus_evermanni","Chordata",17797,17497,NA,NA
"Symbolophorus_kreffti","Chordata",1800,NA,NA,NA
"Symbolophorus_rufinus","Chordata",12336,11881,NA,NA
"Symbolophorus_veranyi","Chordata",8425,7884,NA,NA
"Symphodus_bailloni","Chordata",467,NA,NA,NA
"Symphodus_caeruleus","Chordata",14,NA,NA,NA
"Symphodus_cinereus","Chordata",223,NA,NA,NA
"Symphodus_doderleini","Chordata",151,NA,NA,NA
"Symphodus_mediterraneus","Chordata",224,NA,NA,NA
"Symphodus_melops","Chordata",436,NA,NA,NA
"Symphodus_ocellatus","Chordata",212,NA,NA,NA
"Symphodus_roissali","Chordata",252,NA,NA,NA
"Symphodus_rostratus","Chordata",195,NA,NA,NA
"Symphodus_tinca","Chordata",264,NA,NA,NA
"Symphodus_trutta","Chordata",98,NA,NA,NA
"Symphorichthys_spilurus","Chordata",1338,NA,NA,NA
"Symphorus_nematophorus","Chordata",1161,NA,NA,NA
"Symphurus_arawak","Chordata",276,NA,NA,NA
"Symphurus_atramentatus","Chordata",296,276,NA,NA
"Symphurus_atricaudus","Chordata",406,370,NA,NA
"Symphurus_australis","Chordata",NA,54,45,21
"Symphurus_bathyspilus","Chordata",NA,609,NA,NA
"Symphurus_billykrietei","Chordata",664,454,NA,NA
"Symphurus_callopterus","Chordata",243,223,NA,NA
"Symphurus_caribbeanus","Chordata",220,NA,NA,NA
"Symphurus_chabanaudi","Chordata",249,NA,NA,NA
"Symphurus_civitatium","Chordata",339,NA,NA,NA
"Symphurus_diabolicus","Chordata",NA,19,NA,NA
"Symphurus_diomedeanus","Chordata",405,302,NA,NA
"Symphurus_elongatus","Chordata",145,NA,NA,NA
"Symphurus_fasciolaris","Chordata",272,NA,NA,NA
"Symphurus_gilesii","Chordata",421,331,224,NA
"Symphurus_ginsburgi","Chordata",122,74,NA,NA
"Symphurus_gorgonae","Chordata",126,NA,NA,NA
"Symphurus_hondoensis","Chordata",NA,143,NA,NA
"Symphurus_insularis","Chordata",35,NA,NA,NA
"Symphurus_jenynsi","Chordata",39,NA,NA,NA
"Symphurus_leei","Chordata",92,NA,NA,NA
"Symphurus_ligulatus","Chordata",138,128,98,NA
"Symphurus_luzonensis","Chordata",290,195,NA,NA
"Symphurus_marginatus","Chordata",476,371,NA,NA
"Symphurus_marmoratus","Chordata",1306,1023,NA,NA
"Symphurus_megasomus","Chordata",NA,68,NA,NA
"Symphurus_melanurus","Chordata",89,NA,NA,NA
"Symphurus_melasmatotheca","Chordata",53,NA,NA,NA
"Symphurus_microrhynchus","Chordata",1245,NA,NA,NA
"Symphurus_minor","Chordata",371,NA,NA,NA
"Symphurus_monostigmus","Chordata",16,NA,NA,NA
"Symphurus_nebulosus","Chordata",NA,403,NA,NA
"Symphurus_nigrescens","Chordata",609,539,382,NA
"Symphurus_normani","Chordata",81,NA,NA,NA
"Symphurus_ocellaris","Chordata",7,NA,NA,NA
"Symphurus_ocellatus","Chordata",NA,226,NA,NA
"Symphurus_oculellus","Chordata",85,NA,NA,NA
"Symphurus_oligomerus","Chordata",287,267,NA,NA
"Symphurus_ommaspilus","Chordata",215,NA,NA,NA
"Symphurus_orientalis","Chordata",775,NA,NA,NA
"Symphurus_parvus","Chordata",370,NA,NA,NA
"Symphurus_pelicanus","Chordata",379,NA,NA,NA
"Symphurus_piger","Chordata",398,324,NA,NA
"Symphurus_plagiusa","Chordata",484,NA,NA,NA
"Symphurus_plagusia","Chordata",353,NA,NA,NA
"Symphurus_prolatinaris","Chordata",204,NA,NA,NA
"Symphurus_pusillus","Chordata",521,347,NA,NA
"Symphurus_regani","Chordata",NA,310,230,NA
"Symphurus_rhytisma","Chordata",210,NA,NA,NA
"Symphurus_schultzi","Chordata",NA,119,NA,NA
"Symphurus_septemstriatus","Chordata",NA,1455,NA,NA
"Symphurus_stigmosus","Chordata",321,291,NA,NA
"Symphurus_strictus","Chordata",NA,1988,NA,NA
"Symphurus_tessellatus","Chordata",382,NA,NA,NA
"Symphurus_thermophilus","Chordata",NA,51,NA,NA
"Symphurus_trewavasae","Chordata",157,NA,NA,NA
"Symphurus_trifasciatus","Chordata",NA,177,NA,NA
"Symphurus_undatus","Chordata",NA,668,NA,NA
"Symphurus_undecimplerus","Chordata",132,NA,NA,NA
"Symphurus_urospilus","Chordata",368,276,NA,NA
"Symphurus_vanmelleae","Chordata",NA,111,NA,NA
"Symphurus_variegatus","Chordata",NA,47,NA,NA
"Symphurus_varius","Chordata",98,89,NA,NA
"Symphurus_williamsi","Chordata",252,NA,NA,NA
"Symphurus_woodmasoni","Chordata",NA,952,774,NA
"Symphysanodon_andersoni","Chordata",121,109,NA,NA
"Symphysanodon_berryi","Chordata",391,332,NA,NA
"Symphysanodon_katayamai","Chordata",815,NA,NA,NA
"Symphysanodon_maunaloae","Chordata",1609,1505,NA,NA
"Symphysanodon_octoactinus","Chordata",250,233,NA,NA
"Symphysanodon_parini","Chordata",NA,522,NA,NA
"Symphysanodon_typus","Chordata",1205,1002,NA,NA
"Symplegma_bahraini","Chordata",709,NA,NA,NA
"Symplegma_brakenhielmi","Chordata",2164,NA,NA,NA
"Symplegma_reptans","Chordata",116,NA,NA,NA
"Symplegma_rubra","Chordata",1468,NA,NA,NA
"Symplegma_viride","Chordata",2005,NA,NA,NA
"Sympterichthys_moultoni","Chordata",142,NA,NA,NA
"Sympterygia_acuta","Chordata",48,NA,NA,NA
"Sympterygia_bonapartii","Chordata",148,NA,NA,NA
"Sympterygia_brevicaudata","Chordata",42,NA,NA,NA
"Sympterygia_lima","Chordata",11,13,NA,NA
"Synagrops_bellus","Chordata",3645,2824,NA,NA
"Synagrops_japonicus","Chordata",2289,1905,1562,NA
"Synanceia_alula","Chordata",193,NA,NA,NA
"Synanceia_horrida","Chordata",1315,NA,NA,NA
"Synanceia_nana","Chordata",240,NA,NA,NA
"Synanceia_verrucosa","Chordata",1557,NA,NA,NA
"Synaphobranchus_affinis","Chordata",NA,7842,6920,NA
"Synaphobranchus_brevidorsalis","Chordata",NA,6396,5844,NA
"Synaphobranchus_calvus","Chordata",NA,144,121,NA
"Synaphobranchus_kaupii","Chordata",27455,26552,25027,13318
"Synaphobranchus_oregoni","Chordata",NA,2047,1637,NA
"Synaptura_commersonnii","Chordata",1152,NA,NA,NA
"Synaptura_marginata","Chordata",947,NA,NA,NA
"Synaptura_megalepidoura","Chordata",305,NA,NA,NA
"Synapturichthys_kleinii","Chordata",812,688,NA,NA
"Synchiropus_altivelis","Chordata",1491,1208,NA,NA
"Synchiropus_atrilabiatus","Chordata",283,265,NA,NA
"Synchiropus_australis","Chordata",NA,195,NA,NA
"Synchiropus_bartelsi","Chordata",572,NA,NA,NA
"Synchiropus_circularis","Chordata",418,NA,NA,NA
"Synchiropus_claudiae","Chordata",372,NA,NA,NA
"Synchiropus_corallinus","Chordata",805,NA,NA,NA
"Synchiropus_delandi","Chordata",NA,530,NA,NA
"Synchiropus_goodenbeani","Chordata",623,410,NA,NA
"Synchiropus_kinmeiensis","Chordata",NA,532,NA,NA
"Synchiropus_kiyoae","Chordata",167,NA,NA,NA
"Synchiropus_laddi","Chordata",834,NA,NA,NA
"Synchiropus_lineolatus","Chordata",369,NA,NA,NA
"Synchiropus_minutulus","Chordata",43,NA,NA,NA
"Synchiropus_monacanthus","Chordata",279,260,NA,NA
"Synchiropus_morrisoni","Chordata",1191,NA,NA,NA
"Synchiropus_moyeri","Chordata",862,NA,NA,NA
"Synchiropus_novaecaledoniae","Chordata",NA,235,NA,NA
"Synchiropus_orstom","Chordata",NA,52,NA,NA
"Synchiropus_phaeton","Chordata",828,658,NA,NA
"Synchiropus_picturatus","Chordata",716,NA,NA,NA
"Synchiropus_postulus","Chordata",200,NA,NA,NA
"Synchiropus_rameus","Chordata",1103,NA,NA,NA
"Synchiropus_randalli","Chordata",60,NA,NA,NA
"Synchiropus_richeri","Chordata",NA,196,NA,NA
"Synchiropus_rosulentus","Chordata",64,NA,NA,NA
"Synchiropus_rubrovinctus","Chordata",934,NA,NA,NA
"Synchiropus_sechellensis","Chordata",222,NA,NA,NA
"Synchiropus_signipinnis","Chordata",NA,159,NA,NA
"Synchiropus_splendidus","Chordata",851,NA,NA,NA
"Synchiropus_springeri","Chordata",399,NA,NA,NA
"Synchiropus_stellatus","Chordata",1122,NA,NA,NA
"Synchiropus_valdiviae","Chordata",NA,11,NA,NA
"Synchirus_gilli","Chordata",91,NA,NA,NA
"Syngnathoides_biaculeatus","Chordata",1429,NA,NA,NA
"Syngnathus_abaster","Chordata",209,NA,NA,NA
"Syngnathus_acus","Chordata",841,NA,NA,NA
"Syngnathus_auliscus","Chordata",286,NA,NA,NA
"Syngnathus_californiensis","Chordata",179,NA,NA,NA
"Syngnathus_caribbaeus","Chordata",314,NA,NA,NA
"Syngnathus_euchrous","Chordata",86,NA,NA,NA
"Syngnathus_floridae","Chordata",355,NA,NA,NA
"Syngnathus_fuscus","Chordata",391,175,NA,NA
"Syngnathus_insulae","Chordata",70,NA,NA,NA
"Syngnathus_leptorhynchus","Chordata",192,NA,NA,NA
"Syngnathus_louisianae","Chordata",295,NA,NA,NA
"Syngnathus_pelagicus","Chordata",485,NA,NA,NA
"Syngnathus_phlegon","Chordata",196,NA,NA,NA
"Syngnathus_rostellatus","Chordata",106,NA,NA,NA
"Syngnathus_scovelli","Chordata",301,NA,NA,NA
"Syngnathus_springeri","Chordata",361,NA,NA,NA
"Syngnathus_tenuirostris","Chordata",169,NA,NA,NA
"Syngnathus_typhle","Chordata",559,NA,NA,NA
"Synodus_binotatus","Chordata",1640,NA,NA,NA
"Synodus_capricornis","Chordata",1400,NA,NA,NA
"Synodus_dermatogenys","Chordata",1558,NA,NA,NA
"Synodus_doaki","Chordata",1742,1401,NA,NA
"Synodus_evermanni","Chordata",313,293,NA,NA
"Synodus_falcatus","Chordata",76,NA,NA,NA
"Synodus_foetens","Chordata",472,311,NA,NA
"Synodus_hoshinonis","Chordata",1654,NA,NA,NA
"Synodus_indicus","Chordata",1631,NA,NA,NA
"Synodus_intermedius","Chordata",483,376,NA,NA
"Synodus_jaculum","Chordata",1701,NA,NA,NA
"Synodus_kaianus","Chordata",1613,1272,NA,NA
"Synodus_lacertinus","Chordata",292,NA,NA,NA
"Synodus_lobeli","Chordata",477,NA,NA,NA
"Synodus_lucioceps","Chordata",477,441,NA,NA
"Synodus_macrocephalus","Chordata",1545,1183,NA,NA
"Synodus_macrops","Chordata",1689,1208,NA,NA
"Synodus_macrostigmus","Chordata",336,NA,NA,NA
"Synodus_mundyi","Chordata",62,62,NA,NA
"Synodus_oculeus","Chordata",1503,NA,NA,NA
